row.names	refseq	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1	subsys4	subsys1	subsys2	subsys3
922	455565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Predicted ATPase with chaperone activity, associated with Flp pilus assembly				
923	1824237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Membrane-bound lytic murein transglycosylase B (EC 3.2.1.-)				
924	1613010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type IV fimbrial biogenesis protein PilX				
925	1916323	0	0	2	1	1	3	0	0	0	0	28	0	0	34	0	0	0	9	2	0	Nucleotidase YfbR, HD superfamily				
926	1509842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	capsular polysaccharide biosynthesis protein				
927	2182593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Probable component of the lipoprotein assembly complex (forms a complex with YaeT, YfgL, and NlpB)				
928	2234036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fosfomycin resistance protein FosA				
929	1439690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Formate dehydrogenase H (EC 1.2.1.2)				
930	2086713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BlpZ protein, fusion				
931	1025031_Eubacterium_DS264264.1|EDM52141.1	173	0	114	0	368	22	0	68	0	370	57	36	148	0	46	1	202	0	16	0	Pyruvate phosphate dikinase				
932	1022399_Eubacterium_CP001107.1|ACR75656.1	600	388	1749	181	183	1639	544	330	84	513	0	86	2379	0	37	237	310	2900	415	1711	Cobyrinic acid A,C-diamide synthase				
933	792697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Energy-conserving hydrogenase (ferredoxin), subunit B				
934	2212412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Major myo-inositol transporter IolT				
935	1072971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical protein in pyoverdin gene cluster, PA2406 homolog				
936	1201302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inositol transport system sugar-binding protein				
937	1577078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2-Amino-2-deoxy-isochorismate hydrolase (EC 3.-.-.-)				
938	892198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MSHA biogenesis protein MshQ				
939	1356620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	N-acetylornithine carbamoyltransferase (EC 2.1.3.9)				
940	661996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Acetyl-CoA synthase corrinoid iron-sulfur protein, small subunit				
941	1403476	0	1	0	3	0	0	0	1	3	2	0	0	0	78	0	1	0	307	28	0	Transcriptional regulator in cluster with beta-lactamase, GntR family				
942	17069	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	LSU ribosomal protein L3p (L3e)				
943	1698563	0	8	0	9	0	0	0	0	18	0	0	1	0	0	0	1	0	1	0	0	Lipoteichoic acid synthase LtaS Type IIIb1				
944	1900995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)				
945	1227448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)				
946	1296812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glutamine synthetase family protein in hypothetical Actinobacterial gene cluster				
947	2249224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative high-affinity iron permease				
948	2197399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cytochrome c-type protein NapC				
949	533854_Clostridiales_BAHU02000016.1_Clostridiales_bacterium_VE202-07_DNA,_contig:_VE202-07_contig00016,_whole_genome_shotgun_sequence|orf00092	1	0	0	0	0	0	0	0	1	0	1	0	0	79	0	3	1	0	5	48	TRAP-type transport system, large permease component, predicted N-acetylneuraminate transporter				
950	2165711	0	1	0	10	0	0	0	2	0	0	1	1	0	0	8	0	1	0	0	0	Periplasmic [Fe] hydrogenase large subunit (EC 1.12.7.2)				
951	1958610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS				
952	2181865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Iron-siderophore [Alcaligin-like] transport system, ATP-binding component				
953	1197617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uracil-DNA glycosylase family protein, clostridial type				
954	849177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NAD(P)-dependent glyceraldehyde 3-phosphate dehydrogenase archaeal (EC 1.2.1.59)				
955	1879801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage DNA binding protein				
956	1949915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA polymerase III epsilon subunit (EC 2.7.7.7)				
957	894365	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	Iron-sulfur cluster assembly ATPase protein SufC				
958	1253580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Chorismate mutase II (EC 5.4.99.5)				
959	2103025_Streptococcus_GL831112.1|EFX95633.1	10	39	218	52	0	74	75	38	7	139	41	21	19	38	214	23	17	893	21	35	Choline binding protein D				
960	789431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hypothetical protein Rv3805c				
961	1850241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hypothetical flavoprotein YqcA (clustered with tRNA pseudouridine synthase C)				
962	1234193	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	12	0	Phosphoethanolamine transferase EptA specific for the 1 phosphate group of core-lipid A				
963	546984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Spore coat protein B				
964	2200652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Membrane transporter HdeD, H-NS repressed				
965	1636042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate				
966	480097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UPF0434 protein YcaR				
967	2065419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetyl-L,L-diaminopimelate deacetylase (EC 3.5.1.47)				
968	1597195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fimbrial protein YadN-like				
969	1286116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Zinc metalloproteinase precursor (EC 3.4.24.29)				
970	2144494	0	0	0	4	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	Putative succinate dehydrogenase cytochrome b subunit				
971	1766455_Ruminococcus_HF987497.1|CCX84408.1	3	857	2128	1	795	2338	3019	1958	0	1024	75	226	1669	1	284	35	225	5549	50	0	Squalene--hopene cyclase (EC 5.4.99.17)				
972	1964295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pH adaption potassium efflux system protein PhaG				
973	1848414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inner membrane protein YfeZ				
974	555514	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5-methyltetrahydrofolate:corrinoid iron-sulfur protein methyltransferase				
975	1468351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycosyltransferase SypN				
976	1960669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Biofilm PGA outer membrane secretin PgaA				
977	438979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	probable dibenzothiophene desulfurization enzyme				
978	343152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRISPR-associated protein, CT1974				
979	460607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Toluene-4-monooxygenase, subunit TmoD				
980	2246380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fumarate hydratase class I (EC 4.2.1.2)				
981	1129587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Homoprotocatechuate degradative operon repressor				
982	1843570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-lactate dehydrogenase (EC 1.1.2.3)				
983	20379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coagulation factor XIa, protease S01.213				
984	1258537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aldehyde dehydrogenase (EC 1.2.1.3) in 4-hydroxyproline catabolic gene cluster				
985	2237572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)				
986	1822879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flp pilus assembly surface protein TadF, ATP/GTP-binding motif				
987	1436013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)				
988	1302284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CobN component of cobalt chelatase involved in B12 biosynthesis				
989	2050494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nudix dNTPase DR1776 (EC 3.6.1.-)				
990	1941785	0	3	0	0	2	0	0	0	2	0	223	0	0	0	0	0	0	7	0	0	IncI1 plasmid conjugative transfer DNA primase				
991	591892_Clostridium_JH376420.1|EHE99605.1	2	0	0	1	0	0	1	0	0	0	6	0	0	8	4	0	0	0	0	0	Superoxide dismutase (EC 1.15.1.1)				
992	325259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aromatic hydrocarbon utilization transcriptional regulator CatR (LysR family)				
993	7791	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Glycine betaine transporter OpuD				
994	445741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrate ABC transporter, nitrate-binding protein				
995	893069	0	0	0	0	0	20	1	0	0	0	0	0	0	0	1	1	0	0	0	0	tRNA pseudouridine synthase C (EC 4.2.1.70)				
996	44213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TesB-like acyl-CoA thioesterase 3				
997	2060791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Diacylglycerol kinase (EC 2.7.1.107)				
998	1582025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)				
999	362236	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	1	0	0	3-dehydroquinate dehydratase II (EC 4.2.1.10)				
1000	2009091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemolysin III				
1001	1344239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative uncharacterized protein YmcB				
1002	718904_Clostridium_AQGJ01000148.1|EPZ61386.1	43	261	143	16	28	56	3	24	19	280	0	8	20	0	0	7	1	2	9	49	Translation elongation factor G				
1003	992084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UDP-Bac2Ac4Ac hydrolyzing 2-epimerase NeuC homolog				
1004	983478	0	0	0	0	0	0	0	0	0	0	659	1	0	0	0	0	0	0	0	0	cell invasion protein SipB				
1005	1277921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FIG005069: Hypothetical protein				
1006	1982815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Broad-specificity glycerol dehydrogenase (EC 1.1.99.22), subunit SldA				
1007	525507	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	2	Uncharacterized spore germination protein YndE				
1008	1283107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fumarylacetoacetase (EC 3.7.1.2)				
1009	1201314	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Glycosyl transferase involved in teichoic acid biosynthesis				
1010	46519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing				
1011	1006046_Eubacterium_KI271128.1|ERK49984.1	5	2	12	20	15	10	30	9	4	8	0	1	45	82	2	5	13	92	11	0	Translation initiation factor 3				
1012	1572311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Biotin synthesis protein bioC				
1013	1896920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage DNA packaging				
1014	1470835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD				
1015	230057_Bacteroides_JH951901.1|EKJ91670.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Hypothetical glycoside hydrolase, family 43, similar to arabinosidase				
1016	1331144	0	0	0	0	0	0	0	6	0	0	6	7	0	0	0	0	0	0	0	0	Transcriptional regulator of maltose utilization, LacI family				
1017	2030629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Competence protein CoiA				
1018	811244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemerythrin-like iron-binding protein				
1019	785753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Various polyols ABC transporter, permease component 2				
1020	1136104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase				
1021	425403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4-oxalocrotonate decarboxylase (EC 4.1.1.77)				
1022	2044988	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD				
1023	785758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	benzoate degradation ring-cleavage hydrolase				
1024	2080786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trilactone hydrolase IroD				
1025	1824853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tetrathionate reductase subunit C				
1026	2243312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hydrogenase-4 component D (EC 1.-.-.-)				
1027	919458	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA				
1028	782644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional regulator, Crp/Fnr family				
1029	1136613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putrescine aminotransferase (EC 2.6.1.82)				
1030	2010869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Late competence protein ComC, processing protease				
1031	446072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aldehyde dehydrogenase (EC 1.2.1.3), PaaZ				
1032	1582781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ParE toxin protein				
1033	822694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trans-2,3-enoyl-cozyme A reductase of elongase (EC 1.-.-.-)				
1034	846022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fructokinase in mannoside utilization gene cluster (EC 2.7.1.4)				
1035	2160215	0	0	0	5	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	Zinc-regulated outer membrane porin				
1036	1921236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Nitrogenase FeMo-cofactor synthesis molybdenum delivery protein NifQ				
1037	655684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Energy-conserving hydrogenase (ferredoxin), subunit D				
1038	1869984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cytochrome c4				
1039	2213553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type III secretion low calcium response protein (LcrR)				
1040	99806	0	0	0	146	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Putative outer membrane lipoprotein YmcA				
1041	907869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized membrane protein YqjD				
1042	1825190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[NiFe] hydrogenase metallocenter assembly protein HypE				
1043	1604523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Allantoin permease				
1044	145632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)				
1045	1467330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-)				
1046	1300834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)				
1047	930130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FIG035331: hypothetical protein				
1048	310092	0	8	12	1	1	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)				
1049	298350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA ligase (EC 6.5.1.2)				
1050	476045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capsular polysaccharide export system protein KpsC				
1051	1609889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flagellar L-ring protein FlgH				
1052	951072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tagatose-1-phosphate kinase TagK				
1053	987505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Resolvase/integrase Bin				
1054	408052_Blautia_KE993412.1|ERI96298.1	523	180	807	90	317	706	1199	244	527	1130	2364	246	1287	5	108	243	173	5769	453	623	Acetate kinase (EC 2.7.2.1)				
1055	1645725_Roseburia_FP929050.1|CBL13500.1	18	64	6	7	22	15	134	46	18	0	6	8	0	0	58	9	35	1	10	0	Vancomycin B-type resistance protein VanW				
1056	1541110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	Metalloprotease, putative zinc-binding domain				
1057	521492	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	Xylose oligosaccharides ABC transporter, permease protein 1				
1058	541315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Unknown carbohydrate utilization transcriptional regulator UctR, RpiR family				
1059	2011740	0	5	16	15	0	2	0	6	0	25	5	49	0	0	32	0	0	34	1	2	bacteriocin transport accessory protein				
1060	446832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily				
1061	112102	0	17	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)				
1062	475762_Burkholderiales_GL383995.1|EFL83460.1	1	0	0	1	0	0	0	2	4	1	0	0	0	85	0	0	0	390	33	0	Ni,Fe-hydrogenase I large subunit				
1063	474839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D-alanine--D-alanine ligase B (EC 6.3.2.4)				
1064	1417371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-3-oxohexanoyl-L-homoserine lactone quorum-sensing transcriptional activator				
1065	786180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enoyl-CoA hydratase (EC 4.2.1.17)				
1066	1252017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Spore coat protein Z				
1067	1785532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)				
1068	1380732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NADH dehydrogenase subunit 4L				
1069	869436	0	1	7	1	79	13	48	0	3	0	112	0	7	18	0	1	8	17	7	157	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)				
1070	1825565	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Integral inner membrane protein of type IV secretion complex (VirB6)				
1071	485759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	Uridine kinase (EC 2.7.1.48)				
1072	1873143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hydroxycinnamate specific porine				
1073	1619034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fructose repressor FruR, LacI family				
1074	580069	0	2	0	1	0	8	0	0	1	0	24	0	1	10	1	0	0	37	2	0	Integrase/recombinase (XerC/CodV family)				
1075	236090_Bacteroides_DS995537.1|EEB23195.1	108	589	4	368	0	0	0	1	18	6	3	9	4	130	62	20	0	9	1	5	Predicted sialic acid transporter				
1076	1358155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	Quinolinate synthetase (EC 2.5.1.72)				
1077	1689272_Ruminococcaceae_JXXK01000002.1|KJF41237.1	43	75	19	6	69	123	39	1	15	21	17	24	44	19	3	11	27	62	14	46	Predicted trehalose permease, MFS family, FucP subfamily				
1078	1098675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NMN 5-nucleotidase, extracellular (EC 3.1.3.5)				
1079	831	508628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PTS system, lactose-specific IIA component (EC 2.7.1.69)			
1080	832	1291066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sporulation regulatory protein WhiB			
1081	833	819507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetyl-lysine deacetylase (EC 3.5.1.-)			
1082	834	1588782	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Carbamoyltransferase in large core OS assembly cluster			
1083	835	703344	0	0	0	0	1	1	0	0	1	0	2	0	0	9	0	0	2	10	0	65	Melibiose carrier protein, Na+/melibiose symporter			
1084	836	1654015	0	3	47	32	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	Secreted and spore coat-associated protein 1, similar to biofilm matrix component TasA and to camelysin			
1085	837	902243	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)			
1086	838	175622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage-associated recombinase			
1087	839	613052	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)			
1088	840	831931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein of unknown function DUF1036			
1089	841	865774_Dorea_HF987120.1|CCX75687.1	60	0	0	0	78	0	168	0	0	40	148	52	33	0	9	17	0	0	63	0	C5a peptidase (EC 3.4.21.-)			
1090	842	2172185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	probable iron binding protein from the HesB_IscA_SufA family			
1091	843	1139071	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Plasmid conjugative transfer DNA helicase TrhI			
1092	844	1580076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phenazine biosynthesis protein PhzA			
1093	845	844769_Dorea_AUJS01000029.1_Dorea_longicatena_AGR2136_G617DRAFT_scaffold00024.24_C,_whole_genome_shotgun_sequence|orf00004	92	0	217	62	49	110	111	0	96	35	0	10	1009	0	25	8	236	0	69	1	Endolysin, L-alanyl-D-glutamate peptidase (EC 3.4.-.-) [Bacteriophage A118]			
1094	846	12759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase related protein			
1095	847	1035590_Faecalibacterium_DS483503.1|EDP19887.1	55	80	0	3	266	72	65	3	7	141	0	93	1	1	55	51	0	67	57	0	CTP:molybdopterin cytidylyltransferase			
1096	848	769723	0	0	978	1	0	0	3183	0	0	0	0	0	0	0	0	0	0	0	64	0	D-lactate dehydrogenase (EC 1.1.1.28)			
1097	849	1576400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	RhlC, TDP-rhamnosyltransferase 2 (EC 2.4.1.-)			
1098	850	807653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IncI1 plasmid conjugative transfer prepilin PilS			
1099	851	1874636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Maltose-6-phosphate glucosidase (EC 3.2.1.122)			
1100	434709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CrtT-methyltransferase-like protein				
1101	1565375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Minor fimbrial subunit StfG				
1102	1581178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	putative 4-hydroxybenzoyl-CoA thioesterase				
1103	431797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Probable transcriptional regulator of trehalose utilization, LuxR family				
1104	500889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)				
1105	2122808	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Lipoteichoic acid synthase LtaS Type IIc				
1106	1326378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AnfR protein, required for Mo- and V-independent nitrogenase				
