refseq	HLD_85_R1	HLD_80_R1	HLD_72_2_R1	HLD_47_R1	HLD_28_R1	HLD_23_R1	HLD_112_R1	HLD_111_2_R1	HLD_102_R1	HLD_100_R1	CL_177_R1	CL_173_2_R1	CL_169_BL_R1	CL_166_BL_R2_R1	CL_165_R1	CL_160_R1	CL_144_2_R1	CL_141_BL_R2_R1	CL_139_BL_2_R1	CL_119_R1	subsys4	subsys1	subsys2	subsys3
1286116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Zinc metalloproteinase precursor (EC 3.4.24.29)	Phages, Prophages, Transposable elements, Plasmids	Pathogenicity islands	Listeria_Pathogenicity_Island_LIPI-1_extended
2144494	0	0	0	4	0	0	2	2	0	0	0	0	0	0	4	0	0	0	0	0	Putative succinate dehydrogenase cytochrome b subunit	Respiration	Electron donating reactions	Succinate_dehydrogenase
1597195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fimbrial protein YadN-like	Membrane Transport	Protein secretion system, Type VII (Chaperone/Usher pathway, CU)	The_usher_protein_HtrE_fimbrial_cluster
1766455_Ruminococcus_HF987497.1|CCX84408.1	3	857	2128	1	795	2338	3019	1958	0	1024	75	226	1669	1	284	35	225	5549	50	0	Squalene--hopene cyclase (EC 5.4.99.17)	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Carotenoids
1848414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Inner membrane protein YfeZ	Clustering-based subsystems	NA	Conserved_cluster_around_acetyltransferase_YpeA_in_Enterobacteria
555514	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5-methyltetrahydrofolate:corrinoid iron-sulfur protein methyltransferase	Respiration	NA	Carbon_monoxide_induced_hydrogenase
1964295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	pH adaption potassium efflux system protein PhaG	Potassium metabolism	NA	pH_adaptation_potassium_efflux_system
1960669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Biofilm PGA outer membrane secretin PgaA	Regulation and Cell signaling	Quorum sensing and biofilm formation	Biofilm_Adhesin_Biosynthesis
1468351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Glycosyltransferase SypN	Regulation and Cell signaling	Quorum sensing and biofilm formation	Symbiotic_colonization_and_sigma-dependent_biofilm_formation_gene_cluster
438979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	probable dibenzothiophene desulfurization enzyme	Sulfur Metabolism	Organic sulfur assimilation	Alkanesulfonate_assimilation
343152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CRISPR-associated protein, CT1974	Clustering-based subsystems	CRISPRs and associated hypotheticals	CBSS-216592.1.peg.3534
460607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Toluene-4-monooxygenase, subunit TmoD	Metabolism of Aromatic Compounds	NA	Toluene_4-monooxygenase_(T4MO)
2246380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fumarate hydratase class I (EC 4.2.1.2)	Carbohydrates	Central carbohydrate metabolism	TCA_Cycle
20379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Coagulation factor XIa, protease S01.213	Regulation and Cell signaling	Proteolytic pathway	Coagulation_cascade
1258537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aldehyde dehydrogenase (EC 1.2.1.3) in 4-hydroxyproline catabolic gene cluster	Amino Acids and Derivatives	Proline and 4-hydroxyproline	Proline,_4-hydroxyproline_uptake_and_utilization
1129587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Homoprotocatechuate degradative operon repressor	Metabolism of Aromatic Compounds	Metabolism of central aromatic intermediates	4-Hydroxyphenylacetic_acid_catabolic_pathway
1843570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	L-lactate dehydrogenase (EC 1.1.2.3)	Carbohydrates	Organic acids	Lactate_utilization
2237572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Isocitrate dehydrogenase phosphatase (EC 2.7.11.5)/kinase (EC 3.1.3.-)	Carbohydrates	Central carbohydrate metabolism	Glyoxylate_bypass
1822879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flp pilus assembly surface protein TadF, ATP/GTP-binding motif	Membrane Transport	Protein secretion system, Type II	Widespread_colonization_island
1436013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1)	Nucleosides and Nucleotides	Purines	Purine_conversions
1302284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CobN component of cobalt chelatase involved in B12 biosynthesis	Cofactors, Vitamins, Prosthetic Groups, Pigments	Tetrapyrroles	Coenzyme_B12_biosynthesis
2050494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nudix dNTPase DR1776 (EC 3.6.1.-)	Nucleosides and Nucleotides	Detoxification	Nudix_proteins_(nucleoside_triphosphate_hydrolases)
1941785	0	3	0	0	2	0	0	0	2	0	223	0	0	0	0	0	0	7	0	0	IncI1 plasmid conjugative transfer DNA primase	Membrane Transport	Protein and nucleoprotein secretion system, Type IV	Type_4_conjugative_transfer_system,_IncI1_type
591892_Clostridium_JH376420.1|EHE99605.1	2	0	0	1	0	0	1	0	0	0	6	0	0	8	4	0	0	0	0	0	Superoxide dismutase (EC 1.15.1.1)	Stress Response	Oxidative stress	Oxidative_stress
325259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aromatic hydrocarbon utilization transcriptional regulator CatR (LysR family)	Regulation and Cell signaling	NA	DNA-binding_regulatory_proteins,_strays
7791	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Glycine betaine transporter OpuD	Stress Response	Osmotic stress	Choline_and_Betaine_Uptake_and_Betaine_Biosynthesis
445741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Nitrate ABC transporter, nitrate-binding protein	Nitrogen Metabolism	NA	Nitrate_and_nitrite_ammonification
44213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TesB-like acyl-CoA thioesterase 3	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Acyl-CoA_thioesterase_II
893069	0	0	0	0	0	20	1	0	0	0	0	0	0	0	1	1	0	0	0	0	tRNA pseudouridine synthase C (EC 4.2.1.70)	RNA Metabolism	RNA processing and modification	tRNA_modification_Bacteria
2060791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Diacylglycerol kinase (EC 2.7.1.107)	Fatty Acids, Lipids, and Isoprenoids	Phospholipids	Glycerolipid_and_Glycerophospholipid_Metabolism_in_Bacteria
1582025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase II PhzC (EC 2.5.1.54)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Chorismate:_Intermediate_for_synthesis_of_PAPA_antibiotics,_PABA,_anthranilate,_3-hydroxyanthranilate_and_more.
362236	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	1	0	0	3-dehydroquinate dehydratase II (EC 4.2.1.10)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Common_Pathway_For_Synthesis_of_Aromatic_Compounds_(DAHP_synthase_to_chorismate)
1344239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putative uncharacterized protein YmcB	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Capsular_Polysaccharides_Biosynthesis_and_Assembly
2009091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemolysin III	Virulence	NA	Streptococcus_agalactiae_virulome
718904_Clostridium_AQGJ01000148.1|EPZ61386.1	43	261	143	16	28	56	3	24	19	280	0	8	20	0	0	7	1	2	9	49	Translation elongation factor G	Protein Metabolism	Protein biosynthesis	Translation_elongation_factors_bacterial
1277921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FIG005069: Hypothetical protein	Clustering-based subsystems	NA	CBSS-291331.3.peg.3674
992084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UDP-Bac2Ac4Ac hydrolyzing 2-epimerase NeuC homolog	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Legionaminic_Acid_Biosynthesis
983478	0	0	0	0	0	0	0	0	0	0	659	1	0	0	0	0	0	0	0	0	cell invasion protein SipB	Virulence, Disease and Defense	Invasion and intracellular resistance	Salmonella_invasion_locus
1982815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Broad-specificity glycerol dehydrogenase (EC 1.1.99.22), subunit SldA	Carbohydrates	Monosaccharides	D-gluconate_and_ketogluconates_metabolism
525507	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	2	Uncharacterized spore germination protein YndE	Dormancy and Sporulation	NA	Spore_germination
1201314	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Glycosyl transferase involved in teichoic acid biosynthesis	Cell Wall and Capsule	Gram-Positive cell wall components	Teichoic_and_lipoteichoic_acids_biosynthesis
1283107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fumarylacetoacetase (EC 3.7.1.2)	Cofactors, Vitamins, Prosthetic Groups, Pigments	Folate and pterines	Pterin_metabolism_3
1006046_Eubacterium_KI271128.1|ERK49984.1	5	2	12	20	15	10	30	9	4	8	0	1	45	82	2	5	13	92	11	0	Translation initiation factor 3	Protein Metabolism	Protein biosynthesis	Translation_initiation_factors_bacterial
1572311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Biotin synthesis protein bioC	Cofactors, Vitamins, Prosthetic Groups, Pigments	Biotin	Biotin_biosynthesis
46519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Crotonyl-CoA carboxylase/reductase, ethylmalonyl-CoA producing	Carbohydrates	Central carbohydrate metabolism	Ethylmalonyl-CoA_pathway_of_C2_assimilation
1896920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage DNA packaging	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_packaging_machinery
230057_Bacteroides_JH951901.1|EKJ91670.1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Hypothetical glycoside hydrolase, family 43, similar to arabinosidase	Carbohydrates	Monosaccharides	L-Arabinose_utilization
1470835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	tRNA 5-methylaminomethyl-2-thiouridine synthase TusD	Clustering-based subsystems	Translation	CBSS-326442.4.peg.1852
1331144	0	0	0	0	0	0	0	6	0	0	6	7	0	0	0	0	0	0	0	0	Transcriptional regulator of maltose utilization, LacI family	Carbohydrates	Di- and oligosaccharides	Maltose_and_Maltodextrin_Utilization
2030629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Competence protein CoiA	DNA Metabolism	DNA uptake, competence	Gram_Positive_Competence
811244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hemerythrin-like iron-binding protein	Iron acquisition and metabolism	NA	Campylobacter_Iron_Metabolism
785753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Various polyols ABC transporter, permease component 2	Stress Response	Detoxification	Uptake_of_selenate_and_selenite
1136104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-hydroxy-3isohexenylglutaryl-CoA:acetate lyase	Fatty Acids, Lipids, and Isoprenoids	Isoprenoids	Acyclic_terpenes_utilization
425403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4-oxalocrotonate decarboxylase (EC 4.1.1.77)	Amino Acids and Derivatives	Aromatic amino acids and derivatives	Tryptophan_catabolism
785758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	benzoate degradation ring-cleavage hydrolase	Metabolism of Aromatic Compounds	NA	Benzoate_transport_and_degradation_cluster
2044988	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	Acetyl-CoA:Cys-GlcN-Ins acetyltransferase, mycothiol synthase MshD	Stress Response	Oxidative stress	Glutathione_analogs:_mycothiol
2080786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trilactone hydrolase IroD	Iron acquisition and metabolism	Siderophores	Salmochelin-mediated_Iron_Acquisition
1824853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tetrathionate reductase subunit C	Respiration	Electron accepting reactions	Tetrathionate_respiration
2243312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hydrogenase-4 component D (EC 1.-.-.-)	Respiration	NA	Formate_hydrogenase
919458	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA	Carbohydrates	Monosaccharides	L-rhamnose_utilization
782644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Transcriptional regulator, Crp/Fnr family	Stress Response	Oxidative stress	Oxidative_stress
1136613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Putrescine aminotransferase (EC 2.6.1.82)	Amino Acids and Derivatives	Arginine; urea cycle, polyamines	Putrescine_utilization_pathways
2010869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Late competence protein ComC, processing protease	DNA Metabolism	DNA uptake, competence	Gram_Positive_Competence
1582781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ParE toxin protein	Regulation and Cell signaling	Programmed Cell Death and Toxin-antitoxin Systems	Toxin-antitoxin_systems_(other_than_RelBE_and_MazEF)
822694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Trans-2,3-enoyl-cozyme A reductase of elongase (EC 1.-.-.-)	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Fatty_Acid_Biosynthesis_FASI
446072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aldehyde dehydrogenase (EC 1.2.1.3), PaaZ	Metabolism of Aromatic Compounds	NA	Aromatic_Amin_Catabolism
846022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fructokinase in mannoside utilization gene cluster (EC 2.7.1.4)	Carbohydrates	Monosaccharides	Mannose_Metabolism
2160215	0	0	0	5	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	Zinc-regulated outer membrane porin	Membrane Transport	NA	Transport_of_Zinc
1921236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Nitrogenase FeMo-cofactor synthesis molybdenum delivery protein NifQ	Nitrogen Metabolism	NA	Nitrogen_fixation
655684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Energy-conserving hydrogenase (ferredoxin), subunit D	Respiration	Electron donating reactions	Energy-conserving_hydrogenase_(ferredoxin)
2213553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Type III secretion low calcium response protein (LcrR)	Membrane Transport	Protein secretion system, Type III	Type_III_secretion_system
1869984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cytochrome c4	Respiration	NA	Soluble_cytochromes_and_functionally_related_electron_carriers
99806	0	0	0	146	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	Putative outer membrane lipoprotein YmcA	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Capsular_Polysaccharides_Biosynthesis_and_Assembly
907869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Uncharacterized membrane protein YqjD	Clustering-based subsystems	NA	Conserved_cluster_in_Enterobacteriaceae_downstream_from_YqjA,_a_DedA_family_protein
1825190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	[NiFe] hydrogenase metallocenter assembly protein HypE	Respiration	Electron donating reactions	NiFe_hydrogenase_maturation
1604523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Allantoin permease	Nitrogen Metabolism	NA	Allantoin_Utilization
145632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-)	Stress Response	Heat shock	Heat_shock_dnaK_gene_cluster_extended
1467330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-)	Cell Wall and Capsule	Gram-Negative cell wall components	Vibrio_Core_Oligosaccharide_Biosynthesis
930130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FIG035331: hypothetical protein	Fatty Acids, Lipids, and Isoprenoids	Fatty acids	Phospholipid_and_Fatty_acid_biosynthesis_related_cluster
1300834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.5.1.12)	Clustering-based subsystems	NA	CBSS-196620.1.peg.2477
310092	0	8	12	1	1	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.-)	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism
476045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Capsular polysaccharide export system protein KpsC	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Capsular_Polysaccharides_Biosynthesis_and_Assembly
298350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DNA ligase (EC 6.5.1.2)	Clustering-based subsystems	NA	CBSS-393121.3.peg.1913
1609889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Flagellar L-ring protein FlgH	Motility and Chemotaxis	Flagellar motility in Prokaryota	Flagellar_motility
951072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Tagatose-1-phosphate kinase TagK	Carbohydrates	Monosaccharides	D-Tagatose_and_Galactitol_Utilization
987505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Resolvase/integrase Bin	Phages, Prophages, Transposable elements, Plasmids	Transposable elements	Tn552
408052_Blautia_KE993412.1|ERI96298.1	523	180	807	90	317	706	1199	244	527	1130	2364	246	1287	5	108	243	173	5769	453	623	Acetate kinase (EC 2.7.2.1)	Carbohydrates	Fermentation	Fermentations:_Mixed_acid
1645725_Roseburia_FP929050.1|CBL13500.1	18	64	6	7	22	15	134	46	18	0	6	8	0	0	58	9	35	1	10	0	Vancomycin B-type resistance protein VanW	Virulence, Disease and Defense	Resistance to antibiotics and toxic compounds	Resistance_to_Vancomycin
1541110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	Metalloprotease, putative zinc-binding domain	Virulence, Disease and Defense	Invasion and intracellular resistance	Cytolysin_and_Lipase_operon_in_Vibrio
521492	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	24	Xylose oligosaccharides ABC transporter, permease protein 1	Carbohydrates	Monosaccharides	Xylose_utilization
541315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Unknown carbohydrate utilization transcriptional regulator UctR, RpiR family	Carbohydrates	NA	Sugar_utilization_in_Thermotogales
112102	0	17	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	Multiple polyol-specific dehydrogenase (EC 1.1.1.-)	Carbohydrates	Sugar alcohols	Mannitol_Utilization
446832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily	Amino Acids and Derivatives	Alanine, serine, and glycine	Alanine_biosynthesis
2011740	0	5	16	15	0	2	0	6	0	25	5	49	0	0	32	0	0	34	1	2	bacteriocin transport accessory protein	Clustering-based subsystems	Clustering-based subsystems	CBSS-280355.3.peg.2835
475762_Burkholderiales_GL383995.1|EFL83460.1	1	0	0	1	0	0	0	2	4	1	0	0	0	85	0	0	0	390	33	0	Ni,Fe-hydrogenase I large subunit	Respiration	Electron donating reactions	Hydrogenases
474839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D-alanine--D-alanine ligase B (EC 6.3.2.4)	Cell Wall and Capsule	NA	Peptidoglycan_biosynthesis--gjo
1417371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-3-oxohexanoyl-L-homoserine lactone quorum-sensing transcriptional activator	Regulation and Cell signaling	Quorum sensing and biofilm formation	Quorum_sensing_in_Yersinia
786180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Enoyl-CoA hydratase (EC 4.2.1.17)	Carbohydrates	Fermentation	Acetyl-CoA_fermentation_to_Butyrate
1785532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.99.-)	Respiration	Electron accepting reactions	Anaerobic_respiratory_reductases
1252017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Spore coat protein Z	Clustering-based subsystems	NA	Spore_Coat
1380732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NADH dehydrogenase subunit 4L	Respiration	Electron donating reactions	Respiratory_Complex_I
869436	0	1	7	1	79	13	48	0	3	0	112	0	7	18	0	1	8	17	7	157	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	Carbohydrates	One-carbon Metabolism	Serine-glyoxylate_cycle
1825565	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	Integral inner membrane protein of type IV secretion complex (VirB6)	Virulence	Type III, Type IV, Type VI, ESAT secretion systems	Type_4_secretion_and_conjugative_transfer
1873143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	hydroxycinnamate specific porine	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Phenylpropanoid_compound_degradation
485759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	Uridine kinase (EC 2.7.1.48)	Nucleosides and Nucleotides	Pyrimidines	pyrimidine_conversions
580069	0	2	0	1	0	8	0	0	1	0	24	0	1	10	1	0	0	37	2	0	Integrase/recombinase (XerC/CodV family)	Phages, Prophages, Transposable elements	Bacteriophage integration/excision/lysogeny	Phage_integration_and_excision
1619034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Fructose repressor FruR, LacI family	Carbohydrates	Monosaccharides	Fructose_utilization
236090_Bacteroides_DS995537.1|EEB23195.1	108	589	4	368	0	0	0	1	18	6	3	9	4	130	62	20	0	9	1	5	Predicted sialic acid transporter	Cell Wall and Capsule	Capsular and extracellular polysacchrides	Sialic_Acid_Metabolism
1098675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NMN 5'-nucleotidase, extracellular (EC 3.1.3.5)	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global
1689272_Ruminococcaceae_JXXK01000002.1|KJF41237.1	43	75	19	6	69	123	39	1	15	21	17	24	44	19	3	11	27	62	14	46	Predicted trehalose permease, MFS family, FucP subfamily	Carbohydrates	Di- and oligosaccharides	Trehalose_Uptake_and_Utilization
1358155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	Quinolinate synthetase (EC 2.5.1.72)	Cofactors, Vitamins, Prosthetic Groups, Pigments	NAD and NADP	NAD_and_NADP_cofactor_biosynthesis_global
1291066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sporulation regulatory protein WhiB	Regulation and Cell signaling	NA	WhiB_and_WhiB-type_regulatory_proteins_
508628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	PTS system, lactose-specific IIA component (EC 2.7.1.69)	Carbohydrates	Di- and oligosaccharides	Lactose_and_Galactose_Uptake_and_Utilization
819507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	N-acetyl-lysine deacetylase (EC 3.5.1.-)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Lysine_biosynthesis_AAA_pathway_2
1588782	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Carbamoyltransferase in large core OS assembly cluster	Cell Wall and Capsule	Gram-Negative cell wall components	Core_Oligosaccharide_Glycosylation_in_Pseudomonas
703344	0	0	0	0	1	1	0	0	1	0	2	0	0	9	0	0	2	10	0	65	Melibiose carrier protein, Na+/melibiose symporter	Carbohydrates	Di- and oligosaccharides	Melibiose_Utilization
1654015	0	3	47	32	0	0	0	5	0	1	0	0	0	0	1	0	0	0	0	0	Secreted and spore coat-associated protein 1, similar to biofilm matrix component TasA and to camelysin	Dormancy and Sporulation	NA	Bacillus_biofilm_matrix_protein_component_TasA_and_homologs
175622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phage-associated recombinase	Phages, Prophages, Transposable elements	Bacteriophage integration/excision/lysogeny	Phage_integration_and_excision
902243	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	Amino Acids and Derivatives	Lysine, threonine, methionine, and cysteine	Methionine_Biosynthesis
613052	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Acetyl-CoA:acetoacetyl-CoA transferase, beta subunit (EC 2.8.3.8)	Carbohydrates	Fermentation	Acetyl-CoA_fermentation_to_Butyrate
831931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein of unknown function DUF1036	Clustering-based subsystems	Pyruvate kinase associated cluster	CBSS-288000.5.peg.1793
2172185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	probable iron binding protein from the HesB_IscA_SufA family	Clustering-based subsystems	NA	CBSS-316273.3.peg.922
1139071	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Plasmid conjugative transfer DNA helicase TrhI	DNA Metabolism	DNA repair	DNA_repair,_bacterial_UvrD_and_related_helicases
865774_Dorea_HF987120.1|CCX75687.1	60	0	0	0	78	0	168	0	0	40	148	52	33	0	9	17	0	0	63	0	C5a peptidase (EC 3.4.21.-)	Virulence, Disease and Defense	NA	Streptococcus_pyogenes_Virulome
1580076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Phenazine biosynthesis protein PhzA	Secondary Metabolism	Bacterial cytostatics, differentiation factors and antibiotics	Phenazine_biosynthesis
