refseq_id	subsys4	subsys1	subsys2	subsys3
444108	Heptosyltransferase family protein, lipopolysaccharide core biosynthesis	Cell Wall and Capsule	Gram-Negative cell wall components	LOS_core_oligosaccharide_biosynthesis
1768340	DNA replication helicase protein MCM	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1559102	Replication factor C large subunit	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1549598	Replication factor C small subunit	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1547268	DNA polymerase sliding clamp protein PCNA	DNA Metabolism	DNA replication	DNA_replication,_archaeal
770811	Archaeal DNA polymerase I (EC 2.7.7.7)	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1241849	Archaeal DNA polymerase II large subunit (EC 2.7.7.7)	DNA Metabolism	DNA replication	DNA_replication,_archaeal
230981	Archaeal DNA polymerase II small subunit (EC 2.7.7.7)	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1508160	Ribonuclease HII (EC 3.1.26.4)	DNA Metabolism	DNA replication	DNA_replication,_archaeal
1285929	ATP-dependent DNA ligase (EC 6.5.1.1)	DNA Metabolism	DNA replication	DNA_replication,_archaeal
2084186	Acyl carrier protein	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1297087	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1285102	3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE III FABH (BETA-KETOACYL-ACP SYNTHASE III) (KAS III)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1858641	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
557769	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1278523	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1281177	CYCLOPROPANE-FATTY-ACYL-PHOSPHOLIPID SYNTHASE 1 CMAA1 (CYCLOPROPANE FATTY ACID SYNTHASE) (CFA SYNTHASE) (CYCLOPROPANE MYCOLIC ACID SYNTHASE 1)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1281065	METHOXY MYCOLIC ACID SYNTHASE 3 MMAA3 (METHYL MYCOLIC ACID SYNTHASE 3) (MMA3) (HYDROXY MYCOLIC ACID SYNTHASE)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1281685	METHOXY MYCOLIC ACID SYNTHASE 4 MMAA4 (METHYL MYCOLIC ACID SYNTHASE 4) (MMA4) (HYDROXY MYCOLIC ACID SYNTHASE)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1280383	MYCOLIC ACID SYNTHASE (PcaA/UmaA2) (CYCLOPROPANE SYNTHASE)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1285356	Probable acyl-[acyl-carrier protein] desaturase DESA1 (Acyl-[ACP] desaturase) (Stearoyl-ACP desaturase) (Protein DES) (EC 1.14.19.2)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1279110	POSSIBLE ACYL-[ACYL-CARRIER PROTEIN] DESATURASE DESA2 (ACYL-[ACP] DESATURASE) (STEAROYL-ACP DESATURASE)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1293657	POSSIBLE LINOLEOYL-CoA DESATURASE (DELTA(6)-DESATURASE)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
515723	SECRETED ANTIGEN 85-B FBPB (85B) (ANTIGEN 85 COMPLEX B) (MYCOLYL TRANSFERASE 85B) (FIBRONECTIN-BINDING PROTEIN B) (EXTRACELLULAR ALPHA-ANTIGEN)	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1301253	acyl-CoA synthetase	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1279384	Phenolpthiocerol synthesis polyketide synthase ppsA	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1296160	Phenolpthiocerol synthesis polyketide synthase ppsB	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1279675	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSC	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1291288	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSD	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1302021	PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSE	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1285151	PROBABLE DAUNORUBICIN-DIM-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER DRRA	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
1289508	PROBABLE DAUNORUBICIN-DIM-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER DRRB	Cell Wall and Capsule	Cell wall of Mycobacteria	mycolic_acid_synthesis
2059128	D-amino acid dehydrogenase small subunit (EC 1.4.99.1)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
423539	Gamma-glutamyl-GABA hydrolase	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1890963	Gamma-glutamyl-aminobutyraldehyde dehydrogenase (EC 1.2.1.-)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1113209	Gamma-glutamyl-putrescine oxidase (EC1.4.3.-)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1870786	Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
934072	Omega-amino acid--pyruvate aminotransferase (EC 2.6.1.18)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
899301	Psp operon transcriptional activator	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1923222	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1875930	Putrescine importer	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
963022	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1417373	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
1733469	Putrescine utilization regulator	Clustering-based subsystems	Putrescine/GABA utilization cluster-temporal,to add to SSs	GABA_and_putrescine_metabolism_from_cluters
910738	TcuA: flavoprotein used to oxidize tricarballylate to cis-aconitate	Carbohydrates	Organic acids	Tricarballylate_Utilization
476331	TcuB: works with TcuA to oxidize tricarballylate to cis-aconitate	Carbohydrates	Organic acids	Tricarballylate_Utilization
1866259	TcuC: integral membrane protein used to transport tricarballylate across the cell membrane	Carbohydrates	Organic acids	Tricarballylate_Utilization
896493	TcuR: regulates tcuABC genes used in utilization of tricarballylate	Carbohydrates	Organic acids	Tricarballylate_Utilization
1584101	Cytochrome c551 NirM	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
888408	Cytochrome c55X precursor NirC	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
481446	Cytochrome cd1 nitrite reductase (EC:1.7.2.1)	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
886562	Heme d1 biosynthesis protein NirD	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
888341	Heme d1 biosynthesis protein NirF	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
1581194	Heme d1 biosynthesis protein NirG	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
1579479	Heme d1 biosynthesis protein NirH	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
1580765	Heme d1 biosynthesis protein NirJ	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
1579289	Heme d1 biosynthesis protein NirL	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
890835	Nitrite reductase associated c-type cytochorome NirN	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
909871	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	Nitrogen Metabolism	NA	Dissimilatory_nitrite_reductase
1318089	Phosphoglycolate phosphatase (EC 3.1.3.18)	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
161676	Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
2170155	Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
583929	Putative phosphatase YfbT	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
1832499	Putative phosphatase YqaB	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
1814777	Putative phosphatase YieH	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
344181	2-deoxyglucose-6-phosphate hydrolase YniC	DNA Metabolism	DNA repair	2-phosphoglycolate_salvage
1136869	unknown protein encoded within prophage CP-933V	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
962970	antitermination protein Q	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
2234287	Phage lysis protein S	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
953554	Protein NinG	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1928591	unknown protein encoded by bacteriophage BP-933W	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1598986	putative endopeptidase	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1428264	Protein NinB	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
963728	ORF C81-like	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1081458	Phage endolysin	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
958114	putative DNA N-6-adenine methyltransferase	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
975196	similar bacteriphage P22 ninH	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
953553	Shiga-like toxin II subunit A precursor (EC 3.2.2.22)	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1344792	Putative DNA-binding protein Roi of bacteriophage BP-933W	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1413073	DNA packaging	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
971394	Shiga-like toxin II subunit B precursor	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
1349086	Lipoprotein Bor	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
947975	phage replication protein P	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
2232165	P protein	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
973114	ORF B85	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
970220	Ren protein	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
975950	Protein NinE	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
971399	Shiga toxin I subunit B precursor	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
956447	ORF-66	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
952882	Shiga toxin A-chain precursor (EC 3.2.2.22)	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
472490	Phage endopeptidase	Clustering-based subsystems	Shiga toxin cluster	CBSS-194948.1.peg.143
2206931	Sulfate and thiosulfate import ATP-binding protein CysA (EC 3.6.3.25)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
765882	Sulfate transport system permease protein CysW	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1412292	Sulfate transport system permease protein CysT	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1824239	Sulfate and thiosulfate binding protein CysP	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
20965	Sulfate-binding protein Sbp	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1251228	Sulfate permease, Pit-type	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1412293	Sulfate transporter, CysZ-type	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1438690	Sulfate permease, Trk-type	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
514636	ABC-type probable sulfate transporter, permease protein	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
47454	ABC-type probable sulfate transporter, ATPase component	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
50657	ABC-type probable sulfate transporter, periplasmic binding protein	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
2214246	Putative sulfate permease	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
911385	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1647498	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1253075	Sulfate adenylyltransferase, dissimilatory-type (EC 2.7.7.4)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
12207	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
714162	Adenylylsulfate kinase (EC 2.7.1.25)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1277518	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
927479	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
710914	Adenylylsulfate reductase alpha-subunit (EC 1.8.99.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
660929	Adenylylsulfate reductase beta-subunit (EC 1.8.99.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1900995	Sulfite reductase [NADPH] flavoprotein alpha-component (EC 1.8.1.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
475267	Oxidoreductase probably involved in sulfite reduction	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1588516	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1301119	Ferredoxin--sulfite reductase, actinobacterial type (EC 1.8.7.1)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1293691	Ferredoxin--NADP(+) reductase, actinobacterial (eukaryote-like) type (EC 1.18.1.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
2166538	Ferredoxin--sulfite reductase (EC 1.8.7.1)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1593082	Ferredoxin--NADP(+) reductase (EC 1.18.1.2)	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
869431	Ferredoxin	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1116042	Conserved hypothetical protein probably involved in assimilatory sulfate reduction	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1970102	Conserved hypothetical protein probably involved in sulfate reduction	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1349470	4Fe-4S ferredoxin, iron-sulfur binding	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic_Sulfur_Assimilation
1925676	Phage neck whiskers	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_neck_proteins
871254	Phage collar	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_neck_proteins
1340541	Phage neck	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_neck_proteins
1547413	Phage neck protein	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Phage_neck_proteins
2011963	Thymidylate kinase (EC 2.7.4.9)	Clustering-based subsystems	NA	CBSS-393133.3.peg.2787
658440	protein from nitrogen regulatory protein P-II (GLNB) family, ortholog YAAQ B. subtilis	Clustering-based subsystems	NA	CBSS-393133.3.peg.2787
1222523	FIG009210: peptidase, M16 family	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1219971	FIG001621: Zinc protease	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
2003807	Transcriptional regulator in cluster with unspecified monosaccharide ABC transport system	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1269613	RecA protein	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1190292	3-oxoacyl-[acyl-carrier protein] reductase paralog (EC 1.1.1.100) in cluster with unspecified monosaccharide transporter	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1404159	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase (EC 2.7.8.5)	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
128159	Unspecified monosaccharide ABC transport system, ATP-binding protein	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1250739	Unspecified monosaccharide ABC transport system, permease component Ib (FIG143636)	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1932386	Competence/damage-inducible protein CinA	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
2113616	FIG002344: Hydrolase (HAD superfamily)	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1185688	FIG006542: Phosphoesterase	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1248407	Unspecified monosaccharide ABC transport system, permease component 2	Clustering-based subsystems	Two related proteases	CBSS-257314.1.peg.676
1790398	1,2-dihydroxycyclohexa-3,5-diene-1-carboxylate dehydrogenase (EC 1.3.1.25)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
1955907	Catechol 1,2-dioxygenase (EC 1.13.11.1)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
436827	2-chlorobenzoate 1,2-dioxygenase reductase component	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
1976116	2-chlorobenzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.13)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
1126143	Muconate cycloisomerase (EC 5.5.1.1)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
37050	Putative benzaldehyde dehydrogenase oxidoreductase protein (EC 1.2.1.28)	Metabolism of Aromatic Compounds	Peripheral pathways for catabolism of aromatic compounds	Chlorobenzoate_degradation
826159	Octaheme tetrathionate reductase	Respiration	Electron accepting reactions	Tetrathionate_respiration
891506	Tetrathionate reductase sensory transduction histidine kinase	Respiration	Electron accepting reactions	Tetrathionate_respiration
2236069	Tetrathionate reductase subunit A	Respiration	Electron accepting reactions	Tetrathionate_respiration
520740	Tetrathionate reductase subunit B	Respiration	Electron accepting reactions	Tetrathionate_respiration
1824853	Tetrathionate reductase subunit C	Respiration	Electron accepting reactions	Tetrathionate_respiration
2199278	Tetrathionate reductase two-component response regulator	Respiration	Electron accepting reactions	Tetrathionate_respiration
531595	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
2164728	Amidophosphoribosyltransferase (EC 2.4.2.14)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
781615	Phosphoribosylamine--glycine ligase (EC 6.3.4.13)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
2854	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1841995	Phosphoribosylglycinamide formyltransferase 2 (EC 2.1.2.-)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
833613	Phosphoribosylformylglycinamidine synthase, synthetase subunit (EC 6.3.5.3)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1935381	Phosphoribosylformylglycinamidine synthase, glutamine amidotransferase subunit (EC 6.3.5.3)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1223388	Phosphoribosylformylglycinamidine synthase, PurS subunit (EC 6.3.5.3)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
175334	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
2154088	Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1294231	Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1619037	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1586804	Adenylosuccinate lyase (EC 4.3.2.2)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
529840	Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1511103	IMP cyclohydrolase (EC 3.5.4.10)	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
765010	IMP cyclohydrolase (EC 3.5.4.10) [alternate form]	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
1330136	YabJ, a purine regulatory protein and member of the highly conserved YjgF family	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
2008336	PurR: transcription regulator associated with purine metabolism	Nucleosides and Nucleotides	Purines	De_Novo_Purine_Biosynthesis
917744	Terminase small subunit [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
2137646	Similar to terminase small subunit, yqaS homolog	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
411274	Terminase large subunit [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
684457	Terminase, large subunit [Bacteriophage PhiNIH1.1]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1946543	Portal protein [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1713217	Lactobacillus delbrueckii phage mv4 main capsid protein Gp34 homolog lin2390	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
32329	Protein gp7 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
637617	Protein gp8 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1945602	Protein gp9 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1661073	Protein gp10 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
632662	Protein gp13 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1003332	Protein gp15 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1275279	Tail tape-measure protein [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1188056	Putative tail or base plate protein gp17 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1236044	Putative tail or base plate protein gp18 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
656118	Putative tail or base plate protein gp19 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
383926	Protein gp22 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
844769	Endolysin, L-alanyl-D-glutamate peptidase (EC 3.4.-.-) [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1209831	Hypothetical protein, Lmo2276 homolog	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1231834	Integrase [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
367188	Protein gp35 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
2092587	Repressor (CI-like) [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
923006	Repressor (cro-like) [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
2083212	Protein gp37 [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
334920	Antirepressor [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
1565378	Protein gp47, recombination-related [Bacteriophage A118]	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
896491	Recombinational DNA repair protein RecT (prophage associated)	Phages, Prophages, Transposable elements, Plasmids	Phages, Prophages	Listeria_phi-A118-like_prophages
